date,sh_volume,vix_close,target_5d,target_21d
2008-04-15,5448516488.0,22.78,29124028808.0,124001066563.0
2008-04-16,6343227163.0,20.53,29008848842.0,123669812880.0
2008-04-17,5491483992.0,20.37,30249280872.0,124242215028.0
2008-04-18,6379445929.0,20.13,29712316038.0,123763060728.0
2008-04-21,5019509662.0,20.5,30019875573.0,124592849119.0
2008-04-22,5890362062.0,20.87,29646578168.0,125391555165.0
2008-04-23,6228047197.0,20.26,30000611558.0,125030065129.0
2008-04-24,6731916022.0,20.06,29955883903.0,123508503308.0
2008-04-25,5842481095.0,19.59,30243848854.0,122913473090.0
2008-04-28,5327069197.0,19.64,30352002795.0,123251225633.0
2008-04-29,5517064657.0,20.24,30880690407.0,123473096720.0
2008-04-30,6582080587.0,20.79,30580505067.0,122858463794.0
2008-05-01,6687188367.0,18.88,29755337623.0,121786360656.0
2008-05-02,6130446046.0,18.18,28802002637.0,122188449935.0
2008-05-05,5435223138.0,18.9,28465988496.0,123210232672.0
2008-05-06,6045752269.0,18.21,28283115590.0,123691794132.0
2008-05-07,6281895247.0,19.73,28067873933.0,124346234848.0
2008-05-08,5862020923.0,19.4,28217826490.0,124952848470.0
2008-05-09,5177111060.0,19.41,29104601570.0,126371431841.0
2008-05-12,5099208997.0,17.79,29905684202.0,128067571054.0
2008-05-13,5862879363.0,17.98,29892102892.0,129100993565.0
2008-05-14,6066653590.0,17.66,30514517410.0,129138067491.0
2008-05-15,6011973480.0,16.3,30369101091.0,128670706313.0
2008-05-16,6063886140.0,16.47,29515569152.0,128195889534.0
2008-05-19,5900291629.0,17.01,28862728400.0,128884191186.0
2008-05-20,5849298053.0,17.58,28678252087.0,130078670633.0
2008-05-21,6689068108.0,18.59,27728119723.0,131352147230.0
2008-05-22,5866557161.0,18.05,27829010223.0,131543583048.0
2008-05-23,5210354201.0,19.55,28233741251.0,133136150682.0
2008-05-27,5247450877.0,19.64,29518825699.0,134820930994.0
2008-05-28,5664821740.0,19.07,30311009834.0,136609603562.0
2008-05-29,5738935744.0,18.14,31099387819.0,141374430983.0
2008-05-30,5967447661.0,17.83,32068276121.0,142507756256.0
2008-06-02,5615085229.0,19.83,32921825437.0,145331229554.0
2008-06-03,6532535325.0,20.24,32984984543.0,146430884330.0
2008-06-04,6457005875.0,20.8,33323326878.0,144591562030.0
2008-06-05,6527313729.0,18.63,33692315023.0,145623194260.0
2008-06-06,6936335963.0,23.56,32859706576.0,147177171636.0
2008-06-09,6468634545.0,23.12,31935684333.0,148116803531.0
2008-06-10,6595694431.0,23.18,30929059263.0,149579019570.0
2008-06-11,6795348210.0,24.12,30722304334.0,151779953435.0
2008-06-12,6896301874.0,23.33,30869779960.0,152293512515.0
2008-06-13,6103727516.0,21.22,32728597149.0,156245025559.0
2008-06-16,5544612302.0,20.95,33241977826.0,159832456551.0
2008-06-17,5589069361.0,21.13,34455830300.0,164133910322.0
2008-06-18,6588593281.0,22.24,34799468208.0,165379718891.0
2008-06-19,7043777500.0,21.58,35209185016.0,164790712575.0
2008-06-20,7962544705.0,22.87,37750403476.0,165544692035.0
2008-06-23,6057992979.0,22.64,38793183431.0,168864934434.0
2008-06-24,6802921835.0,22.42,40428820123.0,170693496096.0
2008-06-25,6932231189.0,21.14,41128779035.0,170414325290.0
2008-06-26,7453494308.0,23.93,38292968302.0,169178355979.0
2008-06-27,10503763165.0,23.44,35348151096.0,166359540668.0
2008-06-30,7100772934.0,23.95,36737691501.0,167094062042.0
2008-07-01,8438558527.0,23.65,35707399414.0,166340403761.0
2008-07-02,7632190101.0,25.92,36133119783.0,165510013882.0
2008-07-03,4617683575.0,24.79,40511718283.0,167379617484.0
2008-07-07,7558945959.0,25.78,40362633278.0,167635336322.0
2008-07-08,8490313339.0,23.15,41927560499.0,166273341089.0
2008-07-09,7408266440.0,25.23,43651337353.0,166341272276.0
2008-07-10,8057910470.0,25.59,45483950015.0,165404527321.0
2008-07-11,8996282075.0,27.49,44322069790.0,163739520398.0
2008-07-14,7409860954.0,28.48,43366980020.0,163009500585.0
2008-07-15,10055240560.0,28.54,42028263625.0,159733993463.0
2008-07-16,9132043294.0,25.1,42274455709.0,156497353847.0
2008-07-17,9890523132.0,25.01,41015416074.0,152426573858.0
2008-07-18,7834401850.0,24.05,39834074607.0,150067998726.0
2008-07-21,6454771184.0,23.05,39596828420.0,149478043067.0
2008-07-22,8716524165.0,21.18,38565252109.0,147034274151.0
2008-07-23,9378235378.0,21.31,37022311039.0,143191656787.0
2008-07-24,8631483497.0,23.44,36075727788.0,139644774558.0
2008-07-25,6653060383.0,22.91,36224467627.0,137818491275.0
2008-07-28,6217524997.0,24.23,36494229807.0,136665415518.0
2008-07-29,7684947854.0,22.03,36623946750.0,134017536447.0
2008-07-30,7835294308.0,21.21,35916970548.0,131617055985.0
2008-07-31,7684900246.0,22.94,35708267929.0,128787803419.0
2008-08-01,6801800222.0,22.57,36027633222.0,128766263817.0
2008-08-04,6487287177.0,23.49,36871621197.0,129401910726.0
2008-08-05,7814664797.0,21.14,35736797541.0,129119897728.0
2008-08-06,7128318106.0,20.23,35388212873.0,129209055724.0
2008-08-07,7476197627.0,21.15,33807418924.0,131541457423.0
2008-08-08,7121165515.0,20.66,32505996552.0,134313257365.0
2008-08-11,7331275152.0,20.12,30650548118.0,135691091988.0
2008-08-12,6679841141.0,21.17,29835522502.0,138103129486.0
2008-08-13,6779733438.0,21.55,29328544313.0,139543879072.0
2008-08-14,5895403678.0,20.34,28968758649.0,144542052964.0
2008-08-15,5819743143.0,19.58,28233616774.0,151363282729.0
2008-08-18,5475826718.0,20.98,27584567156.0,158466671805.0
2008-08-19,5864815525.0,21.28,26784200871.0,166959774201.0
2008-08-20,6272755249.0,20.42,25548514405.0,174055966778.0
2008-08-21,5535618014.0,19.82,25447710237.0,175720615400.0
2008-08-22,5084601268.0,18.81,25218756649.0,177743660262.0
2008-08-25,4826777100.0,20.97,27172240169.0,179477192586.0
2008-08-26,5064449240.0,20.49,29230725015.0,182138255806.0
2008-08-27,5037068783.0,19.76,31726308031.0,184392583129.0
2008-08-28,5434813846.0,19.43,33508970287.0,189190251685.0
2008-08-29,4855647680.0,20.65,38461921933.0,192686659385.0
2008-09-02,6780260620.0,21.99,41574626770.0,193561195607.0
2008-09-03,7122934086.0,21.43,43160802459.0,194849206278.0
2008-09-04,7532651799.0,24.03,44720029299.0,196506606219.0
2008-09-05,7217476102.0,23.06,45723036221.0,200651883903.0
2008-09-08,9808599326.0,22.64,46808014465.0,200691116749.0
2008-09-09,9892965457.0,25.47,49556021916.0,203018373041.0
2008-09-10,8709109775.0,24.52,53426127935.0,205506243279.0
2008-09-11,9091878639.0,24.39,58692167217.0,211977877248.0
2008-09-12,8220483024.0,25.66,63840632019.0,213570275709.0
2008-09-15,10893577570.0,31.7,60147321085.0,213658034053.0
2008-09-16,12640972908.0,30.3,54613994307.0,210050177000.0
2008-09-17,12579215794.0,36.22,48595087937.0,208736303858.0
2008-09-18,14357917921.0,33.1,41962682476.0,203617923764.0
2008-09-19,13368947826.0,32.07,35885130756.0,197389733461.0
2008-09-22,7200266636.0,33.85,38917346522.0,197410222386.0
2008-09-23,7107646130.0,35.72,40161755772.0,198955009883.0
2008-09-24,6560309424.0,35.19,41256243190.0,202656426559.0
2008-09-25,7725512460.0,32.82,41941675487.0,204061681690.0
2008-09-26,7291396106.0,34.74,43840331121.0,204510067793.0
2008-09-29,10232482402.0,46.72,44970602505.0,204136506786.0
2008-09-30,8352055380.0,39.39,46466379297.0,205563090187.0
2008-10-01,7654796842.0,39.81,51031804204.0,206517136852.0
2008-10-02,8410944757.0,45.26,53817839460.0,206919042882.0
2008-10-03,9190051740.0,45.14,60191300328.0,203994472074.0
2008-10-06,11362753786.0,52.05,58641428027.0,200414690058.0
2008-10-07,9847832172.0,53.68,59774931769.0,198110879854.0
2008-10-08,12220221749.0,57.53,56587825875.0,194347706749.0
2008-10-09,11196980013.0,63.92,56656188514.0,189927368965.0
2008-10-10,15563512608.0,69.95,50332213733.0,180593626388.0
2008-10-13,9812881485.0,54.99,47660089771.0,177640079590.0
2008-10-14,10981335914.0,55.13,43899509418.0,174547568259.0
2008-10-15,9033115855.0,69.25,43518827190.0,176356736374.0
2008-10-16,11265342652.0,67.61,42515210638.0,173189002110.0
2008-10-17,9239537827.0,70.33,42406440402.0,170693412417.0
2008-10-20,7140757523.0,52.97,43005465088.0,171987428350.0
2008-10-21,7220755561.0,53.11,45643630922.0,173648093787.0
2008-10-22,8652433627.0,69.65,46769836076.0,177175921514.0
2008-10-23,10261726100.0,67.8,45116953483.0,179431413968.0
2008-10-24,9130767591.0,79.13,44799036679.0,180709607219.0
2008-10-27,7739782209.0,80.06,43324735402.0,182353146033.0
2008-10-28,9858921395.0,66.96,41248785777.0,180202550593.0
2008-10-29,9778638781.0,69.96,39014168964.0,173913205449.0
2008-10-30,8608843507.0,62.9,38862374101.0,173289977484.0
2008-10-31,8812850787.0,59.89,36826165543.0,172724616952.0
2008-11-03,6265480932.0,53.68,36790454642.0,174912116574.0
2008-11-04,7782971770.0,47.73,35866817559.0,175012901336.0
2008-11-05,7544021968.0,54.56,36211620174.0,175797543830.0
2008-11-06,8457048644.0,63.68,38596855500.0,176122340976.0
2008-11-07,6776642229.0,56.1,39917821659.0,177268517436.0
2008-11-10,6229770031.0,59.98,40431999762.0,178132659819.0
2008-11-11,6859334687.0,61.44,42007438531.0,178787459522.0
2008-11-12,7888824583.0,66.46,43000034946.0,177948622930.0
2008-11-13,10842283970.0,59.83,44338012330.0,173160325361.0
2008-11-14,8097608388.0,66.31,48757622496.0,173173074519.0
2008-11-17,6743948134.0,69.15,52422635204.0,173855325617.0
2008-11-18,8434773456.0,67.64,53371182771.0,173141595108.0
2008-11-19,8881420998.0,74.26,52198087728.0,173421159625.0
2008-11-20,12180261354.0,80.86,43507120011.0,167294756132.0
2008-11-21,12517218554.0,72.67,38975516999.0,159761048372.0
2008-11-24,10408960842.0,64.7,36814046412.0,151277622423.0
2008-11-25,9383321023.0,60.9,35883705943.0,144223018911.0
2008-11-26,7708325955.0,54.92,36059136520.0,140752136328.0
2008-11-28,3489293637.0,55.84,40898507345.0,142028663176.0
2008-12-01,7985615542.0,68.51,41694737593.0,139557658661.0
2008-12-02,8247490255.0,62.98,41370066027.0,136329868031.0
2008-12-03,8452980554.0,60.72,40010997887.0,134459103931.0
2008-12-04,7883756532.0,63.64,39641375745.0,134102037544.0
2008-12-05,8328664462.0,59.93,38362699274.0,132499133601.0
2008-12-08,8781845790.0,58.49,35634839885.0,130227534304.0
2008-12-09,7922818689.0,58.91,35822378742.0,128446356735.0
2008-12-10,7093912414.0,55.73,36154665560.0,127852539734.0
2008-12-11,7514134390.0,55.78,36361574117.0,127317986815.0
2008-12-12,7049987991.0,54.28,38472571641.0,127609854167.0
2008-12-15,6053986401.0,56.76,38472443101.0,130413564447.0
2008-12-16,8110357546.0,52.37,35345596349.0,130622655715.0
2008-12-17,7426199232.0,49.84,29844932010.0,131577496772.0
2008-12-18,7721042947.0,47.34,24452606574.0,132393988266.0
2008-12-19,9160985515.0,44.93,19529064431.0,131365525435.0
2008-12-22,6053857861.0,44.56,18241027055.0,133284601727.0
2008-12-23,4983510794.0,45.02,18772127288.0,135445524979.0
2008-12-24,1925534893.0,44.21,21866292020.0,140074653142.0
2008-12-26,2328717511.0,43.38,26119790963.0,146041557439.0
2008-12-29,4237443372.0,43.9,29409037736.0,148810515779.0
2008-12-30,4765820485.0,41.63,31368977770.0,151518550882.0
2008-12-31,5514611027.0,40.0,32364613236.0,153055990563.0
2009-01-02,5019699625.0,39.19,33486554731.0,155409258496.0
2009-01-05,6582216454.0,39.08,33404433690.0,156761750005.0
2009-01-06,7526690145.0,38.56,32857325016.0,158387765502.0
2009-01-07,6725760519.0,43.39,33473419840.0,160550728011.0
2009-01-08,6510246493.0,42.56,35820870028.0,160903936167.0
2009-01-09,6141641120.0,42.82,37998677722.0,164013876234.0
2009-01-12,6500095413.0,45.84,39879622598.0,164951183762.0
2009-01-13,6979581471.0,43.27,41437575568.0,166172027657.0
2009-01-14,7341855343.0,49.14,42228242909.0,165416155366.0
2009-01-15,8857696681.0,51.0,41343480381.0,164819492227.0
2009-01-16,8319448814.0,46.11,40168465613.0,164288629277.0
2009-01-20,8381040289.0,56.65,38342088380.0,163671920878.0
2009-01-21,8537534441.0,46.42,38100175747.0,165825471992.0
2009-01-22,8132522684.0,47.29,36974054775.0,166248385181.0
2009-01-23,7972934153.0,47.27,36474976210.0,167887251572.0
2009-01-26,7144434046.0,45.69,36382592872.0,170627448220.0
2009-01-27,6554663056.0,42.25,37200897374.0,172993747370.0
2009-01-28,8295621808.0,39.66,36839983529.0,176008619529.0
2009-01-29,7006401712.0,42.63,38986287459.0,179155738802.0
2009-01-30,7473855588.0,44.84,40401154899.0,181671212312.0
2009-02-02,7052050708.0,45.52,40212558840.0,184567595614.0
2009-02-03,7372967558.0,43.06,42091172469.0,187000866295.0
2009-02-04,7934707963.0,43.85,41593867447.0,188827193774.0
2009-02-05,9152705642.0,43.73,40641587171.0,187994698886.0
2009-02-06,8888723028.0,43.37,38338847195.0,190153605732.0
2009-02-09,6863454649.0,43.64,39736426088.0,192758996258.0
2009-02-10,9251581187.0,46.67,38273430765.0,193310886378.0
2009-02-11,7437402941.0,44.53,38600359714.0,194691456026.0
2009-02-12,8200425366.0,41.25,41091019903.0,196494665163.0
2009-02-13,6585983052.0,42.93,43060472724.0,198157144431.0
2009-02-17,8261033542.0,48.66,44411239726.0,201772395338.0
2009-02-18,7788585864.0,48.46,46507284556.0,205323074493.0
2009-02-19,7764331890.0,47.08,47663914872.0,207674697373.0
2009-02-20,10691085555.0,49.3,48283323284.0,206928329302.0
2009-02-23,8555435873.0,52.62,49881408396.0,207139358273.0
2009-02-24,9611800544.0,45.49,50258936950.0,207651677690.0
2009-02-25,9884630694.0,44.67,50322740266.0,207362330116.0
2009-02-26,8920962206.0,44.66,51208016299.0,206116106044.0
2009-02-27,11310493967.0,46.35,49658557774.0,202726551049.0
2009-03-02,10153520985.0,52.65,47825247543.0,200805506010.0
2009-03-03,9989329098.0,50.93,48883548319.0,199100784187.0
2009-03-04,9948434010.0,47.56,48403959484.0,199499925539.0
2009-03-05,9806238239.0,50.17,48401192552.0,197652295792.0
2009-03-06,9761035442.0,49.33,47458129699.0,195262542831.0
2009-03-09,8320210754.0,49.68,49141553448.0,193968809889.0
2009-03-10,11047629874.0,44.37,46342385894.0,190019564864.0
2009-03-11,9468845175.0,43.61,48749825168.0,190286807663.0
2009-03-12,9803471307.0,41.18,50285618880.0,188740984795.0
2009-03-13,8817972589.0,42.36,51583601061.0,189727984370.0
2009-03-16,10003634503.0,43.74,51524684042.0,188026258743.0
2009-03-17,8248462320.0,40.8,52042686566.0,188706583212.0
2009-03-18,11876284449.0,40.06,50290522078.0,186565110940.0
2009-03-19,11339265019.0,43.68,48546540179.0,185251735144.0
2009-03-20,10115954770.0,45.89,46105323543.0,185013588011.0
2009-03-23,9944717484.0,43.23,44081545031.0,185099588157.0
2009-03-24,8766464844.0,42.93,43547556133.0,185364539760.0
2009-03-25,10124119961.0,42.25,41708043447.0,184862108188.0
2009-03-26,9595283120.0,40.36,42460335689.0,183076391137.0
2009-03-27,7674738134.0,41.04,42744206047.0,182903597107.0
2009-03-30,7920938972.0,45.54,42194549556.0,183477234424.0
2009-03-31,8232475946.0,44.14,40988551422.0,184930006393.0
2009-04-01,8284607275.0,42.28,39802328996.0,184078021767.0
2009-04-02,10347575362.0,42.04,39190841608.0,183295674717.0
2009-04-03,7958608492.0,39.7,39489881555.0,184685368645.0
2009-04-06,7371282481.0,40.93,41923571238.0,188820955051.0
2009-04-07,7026477812.0,40.39,43199002302.0,194120194988.0
2009-04-08,7098384849.0,38.85,45029404242.0,198284531116.0
2009-04-09,9736087974.0,36.53,45028128445.0,197205873918.0
2009-04-13,8257648439.0,37.81,46796369229.0,198307687047.0
2009-04-14,9804972164.0,37.67,46869204702.0,198006693290.0
2009-04-15,8301908876.0,36.17,48598013456.0,198037694423.0
2009-04-16,8928786789.0,35.79,48700643114.0,196638826267.0
2009-04-17,9734812177.0,33.94,48587519326.0,194627225021.0
2009-04-20,10025889223.0,39.18,46371196172.0,192323505368.0
2009-04-21,9877807637.0,37.14,43995332639.0,191773873942.0
2009-04-22,10030717630.0,38.1,42459191298.0,190006127322.0
2009-04-23,9031416447.0,37.15,43113022766.0,187005174807.0
2009-04-24,9621688389.0,36.82,40923957026.0,185113438051.0
2009-04-27,7809566069.0,38.32,42679619269.0,185135955182.0
2009-04-28,7501944104.0,37.95,44525977585.0,185522466639.0
2009-04-29,8494576289.0,36.08,47538270183.0,185602225752.0
2009-04-30,9685247915.0,36.5,50178740017.0,184910666119.0
2009-05-01,7432622649.0,35.3,54008838345.0,185821561145.0
2009-05-04,9565228312.0,34.53,53101040809.0,183839731637.0
2009-05-05,9348302420.0,33.36,53112199957.0,182307104123.0
2009-05-06,11506868887.0,32.45,51109309477.0,178368403986.0
2009-05-07,12325717749.0,33.44,47116501737.0,172512536781.0
2009-05-08,11262720977.0,32.05,43383699393.0,167845264252.0
2009-05-11,8657430776.0,32.87,42449479548.0,166950465700.0
2009-05-12,9359461568.0,31.8,40812187550.0,165585954127.0
2009-05-13,9503978407.0,33.65,40636385354.0,162643779207.0
2009-05-14,8332910009.0,31.37,40566446355.0,161193554464.0
2009-05-15,7529918633.0,33.12,39066991654.0,160854670283.0
2009-05-18,7723210931.0,30.24,39073732356.0,161355765488.0
2009-05-19,7722169570.0,28.8,39183645986.0,160406893118.0
2009-05-20,9328176211.0,29.03,37743925336.0,159782277323.0
2009-05-21,8262971010.0,31.35,38055289728.0,159137090838.0
2009-05-22,6030463932.0,32.63,41018514078.0,160329704428.0
2009-05-26,7729951633.0,30.62,41632080120.0,159537351655.0
2009-05-27,7832083200.0,32.36,41383395724.0,159029768983.0
2009-05-28,7888455561.0,31.67,41310615069.0,162522718353.0
2009-05-29,8574335402.0,28.92,40304448417.0,160227342437.0
2009-06-01,8993688282.0,30.04,37780610679.0,158415628566.0
2009-06-02,8343517675.0,29.63,36032541452.0,156174121650.0
2009-06-03,7583398804.0,31.02,36211774872.0,154553436233.0
2009-06-04,7815674906.0,30.18,36391049961.0,153420986954.0
2009-06-05,7568168750.0,29.62,35384684698.0,152548515100.0
2009-06-08,6469850544.0,29.77,35797519420.0,154560567027.0
2009-06-09,6595448448.0,28.27,36393105424.0,154184733557.0
2009-06-10,7762632224.0,28.46,36854779336.0,151979212574.0
2009-06-11,7994949995.0,28.11,35633126541.0,150735400963.0
2009-06-12,6561803487.0,28.15,37774883470.0,150351340544.0
2009-06-15,6882685266.0,30.81,38509982729.0,151578586966.0
2009-06-16,7191034452.0,32.68,38542025799.0,151580594265.0
2009-06-17,8224306136.0,31.54,37255318523.0,150368526392.0
2009-06-18,6773297200.0,30.03,37806521851.0,150693913027.0
2009-06-19,8703560416.0,27.99,40484366366.0,149438246671.0
2009-06-22,7617784525.0,31.17,39145541327.0,148948291362.0
2009-06-23,7223077522.0,30.58,39104438216.0,150920696459.0
2009-06-24,6937598860.0,29.05,38268850115.0,150654921077.0
2009-06-25,7324500528.0,26.36,36907062974.0,150184857406.0
2009-06-26,11381404931.0,25.93,32208883670.0,146534265949.0
2009-06-29,6278959486.0,25.35,32625621080.0,147898356044.0
2009-06-30,7181974411.0,26.35,33925549140.0,149545477282.0
2009-07-01,6102010759.0,26.22,34043153359.0,151581844844.0
2009-07-02,5962713387.0,27.95,33637551213.0,153600190803.0
2009-07-06,6683225627.0,29.0,33705463970.0,155087410684.0
2009-07-07,6695696896.0,30.85,33187510142.0,156508604587.0
2009-07-08,8481902471.0,31.3,32815539359.0,157457930181.0
2009-07-09,6219614978.0,29.78,33788966132.0,160984872951.0
2009-07-10,5557111241.0,29.02,35244093154.0,162947158148.0
2009-07-13,6751138384.0,26.31,35591638605.0,164188256213.0
2009-07-14,6177743068.0,25.02,36861789597.0,165910946700.0
2009-07-15,8109931688.0,25.89,35879687125.0,165354507715.0
2009-07-16,7193041751.0,25.42,37882127993.0,165313075012.0
2009-07-17,7012238263.0,24.34,37541713208.0,165471791797.0
2009-07-20,7098683835.0,24.4,37297466230.0,164612198233.0
2009-07-21,7447894060.0,23.87,37580385644.0,163657075208.0
2009-07-22,7127829216.0,23.47,38095606009.0,163651896046.0
2009-07-23,9195482619.0,23.43,37729219039.0,162909401582.0
2009-07-24,6671823478.0,23.09,39195773882.0,164781984839.0
2009-07-27,6854436857.0,24.28,40322396371.0,165819738772.0
2009-07-28,7730813474.0,25.01,40762028405.0,165422718510.0
2009-07-29,7643049581.0,25.61,41235869623.0,165892674214.0
2009-07-30,8829095649.0,25.4,41838002039.0,165396538313.0
2009-07-31,8138378321.0,25.92,43446181466.0,165153685454.0
2009-08-03,7981059346.0,25.56,42984518558.0,167196153966.0
2009-08-04,8170445508.0,24.89,42806309499.0,167132056299.0
2009-08-05,8116890799.0,24.9,42589852255.0,165778379391.0
2009-08-06,9431228065.0,25.67,40712116893.0,162371695612.0
2009-08-07,9746557748.0,24.76,38117168193.0,160196127664.0
2009-08-10,7519396438.0,24.99,37768726803.0,160558296119.0
2009-08-11,7992236449.0,25.99,36015580625.0,160771482123.0
2009-08-12,7900433555.0,25.45,34607918105.0,160329534738.0
2009-08-13,7553492703.0,24.71,34177075456.0,160036357886.0
2009-08-14,7151609048.0,24.27,35478454563.0,161721232244.0
2009-08-17,7170955048.0,27.89,36851906250.0,164507933844.0
2009-08-18,6239090271.0,26.18,38505006769.0,167799895907.0
2009-08-19,6492771035.0,26.26,39346028946.0,171112861936.0
2009-08-20,7122650054.0,25.09,40336384177.0,171241395139.0
2009-08-21,8452988155.0,25.01,40216355770.0,170791881736.0
2009-08-24,8544406735.0,25.14,39567474497.0,170734322944.0
2009-08-25,7892190790.0,24.92,41698811565.0,171231882986.0
2009-08-26,7333793212.0,24.95,42471366194.0,170987753793.0
2009-08-27,8113005285.0,24.68,41121574800.0,168735593271.0
2009-08-28,8332959748.0,24.76,38813159338.0,167604966195.0
2009-08-31,7895525462.0,26.01,38488623676.0,169041721789.0
2009-09-01,10023527858.0,29.15,36346660711.0,167909560075.0
2009-09-02,8106347841.0,28.9,36445735323.0,168006666791.0
2009-09-03,6763213891.0,27.1,37141007602.0,167962199144.0
2009-09-04,6024544286.0,25.26,38376779167.0,169556388434.0
2009-09-08,7570989800.0,25.62,39642272773.0,168580012445.0
2009-09-09,7881564893.0,24.32,41718364528.0,168318781024.0
2009-09-10,8205422453.0,23.55,43043994409.0,165969949379.0
2009-09-11,7458486170.0,24.15,45391245303.0,164115293820.0
2009-09-14,7260315851.0,23.86,45382112709.0,163504096511.0
2009-09-15,8836483406.0,23.42,44549104055.0,162644666226.0
2009-09-16,9957656648.0,23.69,43078295350.0,160521316037.0
2009-09-17,9531052334.0,23.65,41936993848.0,158335496239.0
2009-09-18,9805737064.0,23.92,39220920803.0,155270108758.0
2009-09-21,7251183257.0,24.06,37830582309.0,155681123932.0
2009-09-22,8003474752.0,23.08,37029440229.0,156072249034.0
2009-09-23,8486847943.0,23.49,37874873342.0,155256633954.0
2009-09-24,8389750832.0,24.95,38376488654.0,154232967538.0
2009-09-25,7089664019.0,25.61,39490279192.0,155185332823.0
2009-09-28,5860844763.0,24.88,40348180673.0,157266081063.0
2009-09-29,7202332672.0,25.19,40764581577.0,159586595555.0
2009-09-30,9332281056.0,25.61,38026914332.0,158452331247.0
2009-10-01,8891366144.0,28.27,36755881660.0,159181535221.0
2009-10-02,8203454557.0,28.68,34409017911.0,159764938542.0
2009-10-05,6718746244.0,26.84,33294102278.0,160873329968.0
2009-10-06,7618733576.0,25.7,32324487244.0,161227852330.0
2009-10-07,6594613811.0,24.68,33706926554.0,161933677118.0
2009-10-08,7620333472.0,24.18,33920899541.0,160529036390.0
2009-10-09,5856590808.0,23.12,35409541269.0,161374050380.0
2009-10-12,5603830611.0,23.01,36546060241.0,162295926931.0
2009-10-13,6649118542.0,22.99,37559140130.0,161975287479.0
2009-10-14,7977053121.0,22.86,37976686863.0,160516865256.0
2009-10-15,7834306459.0,21.72,37813613267.0,158473402316.0
2009-10-16,7345232536.0,21.43,37834465147.0,157945741152.0
2009-10-19,6740349583.0,21.49,39136144868.0,157091611869.0
2009-10-20,7662198431.0,20.9,39415539440.0,155847739288.0
2009-10-21,8394599854.0,22.22,40543786750.0,154072236710.0
2009-10-22,7671232863.0,20.69,41070570635.0,152269338656.0
2009-10-23,7366084416.0,22.27,43325056337.0,150742520944.0
2009-10-26,8042029304.0,24.31,44069884911.0,148428209551.0
2009-10-27,7941593003.0,24.83,43955429578.0,145021849117.0
2009-10-28,9522847164.0,27.91,42405838352.0,138813319849.0
2009-10-29,8198016748.0,24.76,41508260203.0,137013478794.0
2009-10-30,9620570118.0,30.69,38103382829.0,134030731604.0
2009-11-02,8786857878.0,29.78,36018129749.0,131411844185.0
2009-11-03,7827137670.0,28.81,34716699241.0,130550772805.0
2009-11-04,7973255938.0,27.72,33071922393.0,131098881209.0
2009-11-05,7300438599.0,25.43,32290114692.0,129900444028.0
2009-11-06,6215692744.0,24.19,31865265467.0,130536094396.0
2009-11-09,6701604798.0,23.15,31981232041.0,130007623353.0
2009-11-10,6525707162.0,22.84,31341745179.0,129658598505.0
2009-11-11,6328479090.0,23.04,31431591939.0,129024406087.0
2009-11-12,6518630898.0,24.24,31532058317.0,129111395739.0
2009-11-13,5790843519.0,23.36,31609549607.0,130589275657.0
2009-11-16,6817571372.0,22.89,30631244939.0,131217210679.0
2009-11-17,5886220300.0,22.41,30472742550.0,131474345483.0
2009-11-18,6418325850.0,21.63,28589649269.0,134054211137.0
2009-11-19,6619097276.0,22.63,25284869889.0,133491460008.0
2009-11-20,5868334809.0,22.19,25814710773.0,133206973440.0
2009-11-23,5839266704.0,21.16,26613266997.0,132221364048.0
2009-11-24,5727717911.0,20.47,27053519545.0,128394792663.0
2009-11-25,4535232569.0,20.48,29484353266.0,128010999612.0
2009-11-27,3314317896.0,24.85,34691399712.0,128580645622.0
2009-11-30,6398175693.0,24.51,34395225437.0,125971847608.0
2009-12-01,6637822928.0,21.92,34608745621.0,122920259167.0
2009-12-02,6167970459.0,21.12,34613908917.0,122919190021.0
2009-12-03,6966066290.0,22.46,33824524941.0,123616021652.0
2009-12-04,8521364342.0,21.25,30997447271.0,122505604018.0
2009-12-07,6102001418.0,22.1,31501066403.0,124150364574.0
2009-12-08,6851343112.0,23.69,31918446728.0,123980705812.0
2009-12-09,6173133755.0,22.66,33190819367.0,124306998410.0
2009-12-10,6176682314.0,22.32,33157492157.0,125434530131.0
2009-12-11,5694286672.0,21.59,36461396989.0,126420981128.0
2009-12-14,6605620550.0,21.15,35912122586.0,126183523301.0
2009-12-15,7268723437.0,21.49,34227247390.0,126594793166.0
2009-12-16,7445506394.0,20.54,31635398308.0,126019620856.0
2009-12-17,6143355104.0,22.51,27393189730.0,127162359650.0
2009-12-18,8998191504.0,21.68,22546437744.0,128065093264.0
2009-12-21,6056346147.0,20.49,20374055503.0,131225140923.0
2009-12-22,5583848241.0,19.54,18579584941.0,132418601201.0
2009-12-23,4853657312.0,19.71,17312162116.0,134800833324.0
2009-12-24,1901146526.0,19.47,21577916903.0,140806545653.0
2009-12-28,4151439518.0,19.93,25089375306.0,145177581202.0
2009-12-29,3883963906.0,20.01,28616358108.0,150275842143.0
2009-12-30,3789377679.0,19.96,32573742403.0,152981377203.0
2009-12-31,3586234487.0,21.68,35669192266.0,156820869554.0
2010-01-04,6166901313.0,20.04,36001717306.0,157402743468.0
2010-01-05,7662897921.0,19.35,35643033420.0,158579865174.0
