date,total_sh_volume,total_dollar_volume,vix_close,target_volume
2009-08-20,7122650054.0,127975474480.48842,25.09,156263880927.67035
2009-08-21,8452988155.0,156263880927.67035,25.01,139984533464.48727
2009-08-24,8544406735.0,139984533464.48727,25.14,141126816409.9358
2009-08-25,7892190790.0,141126816409.9358,24.92,131088222595.09293
2009-08-26,7333793212.0,131088222595.09293,24.95,142460577447.19012
2009-08-27,8113005285.0,142460577447.19012,24.68,139433861913.03595
2009-08-28,8332959748.0,139433861913.03595,24.76,142384292596.23364
2009-08-31,7895525462.0,142384292596.23364,26.01,180188123105.994
2009-09-01,10023527858.0,180188123105.994,29.15,144922085820.57736
2009-09-02,8106347841.0,144922085820.57736,28.9,133251069623.75748
2009-09-03,6763213891.0,133251069623.75748,27.1,115432541625.2199
2009-09-04,6024544286.0,115432541625.2199,25.26,149715996898.17044
2009-09-08,7570989800.0,149715996898.17044,25.62,161099582135.72943
2009-09-09,7881564893.0,161099582135.72943,24.32,161959758394.6726
2009-09-10,8205422453.0,161959758394.6726,23.55,154994592763.68594
2009-09-11,7458486170.0,154994592763.68594,24.15,140244766586.45798
2009-09-14,7260315851.0,140244766586.45798,23.86,172942538217.30133
2009-09-15,8836483406.0,172942538217.30133,23.42,199668283625.7537
2009-09-16,9957656648.0,199668283625.7537,23.69,190784717213.26807
2009-09-17,9531052334.0,190784717213.26807,23.65,197128233418.00015
2009-09-18,9805737064.0,197128233418.00015,23.92,147614767024.60156
2009-09-21,7251183257.0,147614767024.60156,24.06,156753734621.83142
2009-09-22,8003474752.0,156753734621.83142,23.08,174449321867.10696
2009-09-23,8486847943.0,174449321867.10696,23.49,169838676260.38895
2009-09-24,8389750832.0,169838676260.38895,24.95,152846485277.9204
2009-09-25,7089664019.0,152846485277.9204,25.61,127182247660.56068
2009-09-28,5860844763.0,127182247660.56068,24.88,144924962948.83432
2009-09-29,7202332672.0,144924962948.83432,25.19,186566954542.1714
2009-09-30,9332281056.0,186566954542.1714,25.61,186239014508.93253
2009-10-01,8891366144.0,186239014508.93253,28.27,166889242978.3022
2009-10-02,8203454557.0,166889242978.3022,28.68,143838885854.2434
2009-10-05,6718746244.0,143838885854.2434,26.84,170139580626.5071
2009-10-06,7618733576.0,170139580626.5071,25.7,143075413346.98907
2009-10-07,6594613811.0,143075413346.98907,24.68,174661913528.2253
2009-10-08,7620333472.0,174661913528.2253,24.18,131761113918.1802
2009-10-09,5856590808.0,131761113918.1802,23.12,123052935184.39091
2009-10-12,5603830611.0,123052935184.39091,23.01,147545012813.61935
2009-10-13,6649118542.0,147545012813.61935,22.99,182076756331.5879
2009-10-14,7977053121.0,182076756331.5879,22.86,177664904822.62488
2009-10-15,7834306459.0,177664904822.62488,21.72,173142689616.05933
2009-10-16,7345232536.0,173142689616.05933,21.43,154008210495.60898
2009-10-19,6740349583.0,154008210495.60898,21.49,173188612853.14722
2009-10-20,7662198431.0,173188612853.14722,20.9,195004329629.5829
2009-10-21,8394599854.0,195004329629.5829,22.22,183515636791.714
2009-10-22,7671232863.0,183515636791.714,20.69,176717699056.7015
2009-10-23,7366084416.0,176717699056.7015,22.27,178684388715.03958
2009-10-26,8042029304.0,178684388715.03958,24.31,185449035429.174
2009-10-27,7941593003.0,185449035429.174,24.83,201875167834.4736
2009-10-28,9522847164.0,201875167834.4736,27.91,181648430753.7604
2009-10-29,8198016748.0,181648430753.7604,24.76,209716946213.782
2009-10-30,9620570118.0,209716946213.782,30.69,180830216847.2445
2009-11-02,8786857878.0,180830216847.2445,29.78,179507197593.71643
2009-11-03,7827137670.0,179507197593.71643,28.81,176439889367.3129
2009-11-04,7973255938.0,176439889367.3129,27.72,169191440043.35608
2009-11-05,7300438599.0,169191440043.35608,25.43,141268809744.72296
2009-11-06,6215692744.0,141268809744.72296,24.19,159668933595.39816
2009-11-09,6701604798.0,159668933595.39816,23.15,149023194175.94348
2009-11-10,6525707162.0,149023194175.94348,22.84,145604682375.10303
2009-11-11,6328479090.0,145604682375.10303,23.04,146421337363.272
2009-11-12,6518630898.0,146421337363.272,24.24,135023664443.32156
2009-11-13,5790843519.0,135023664443.32156,23.36,158667386082.50153
2009-11-16,6817571372.0,158667386082.50153,22.89,139417401168.8235
2009-11-17,5886220300.0,139417401168.8235,22.41,142675857323.96075
2009-11-18,6418325850.0,142675857323.96075,21.63,152737915601.32202
2009-11-19,6619097276.0,152737915601.32202,22.63,138816501567.12436
2009-11-20,5868334809.0,138816501567.12436,22.19,139236781553.62842
2009-11-23,5839266704.0,139236781553.62842,21.16,129049568026.10092
2009-11-24,5727717911.0,129049568026.10092,20.47,105912983238.86449
2009-11-25,4535232569.0,105912983238.86449,20.48,77163306734.32939
2009-11-27,3314317896.0,77163306734.32939,24.85,148278824385.7164
2009-11-30,6398175693.0,148278824385.7164,24.51,155780170467.24026
2009-12-01,6637822928.0,155780170467.24026,21.92,144710832430.7656
2009-12-02,6167970459.0,144710832430.7656,21.12,158772529213.72705
2009-12-03,6966066290.0,158772529213.72705,22.46,199496319294.126
2009-12-04,8521364342.0,199496319294.126,21.25,140479946261.53436
2009-12-07,6102001418.0,140479946261.53436,22.1,153394937740.49072
2009-12-08,6851343112.0,153394937740.49072,23.69,145218842720.72684
2009-12-09,6173133755.0,145218842720.72684,22.66,144055837378.3095
2009-12-10,6176682314.0,144055837378.3095,22.32,132021280299.91888
2009-12-11,5694286672.0,132021280299.91888,21.59,147533398644.33575
2009-12-14,6605620550.0,147533398644.33575,21.15,155428897509.24652
2009-12-15,7268723437.0,155428897509.24652,21.49,158529826558.7895
2009-12-16,7445506394.0,158529826558.7895,20.54,150813596179.60382
2009-12-17,6143355104.0,150813596179.60382,22.51,227100909600.58545
2009-12-18,8998191504.0,227100909600.58545,21.68,139084338739.8011
2009-12-21,6056346147.0,139084338739.8011,20.49,124235428114.72195
2009-12-22,5583848241.0,124235428114.72195,19.54,108801021156.34811
2009-12-23,4853657312.0,108801021156.34811,19.71,45086384123.58734
2009-12-24,1901146526.0,45086384123.58734,19.47,90054611973.19952
2009-12-28,4151439518.0,90054611973.19952,19.93,86515911551.82187
2009-12-29,3883963906.0,86515911551.82187,20.01,84224991621.57603
2009-12-30,3789377679.0,84224991621.57603,19.96,80357907961.98587
2009-12-31,3586234487.0,80357907961.98587,21.68,145652741496.11407
2010-01-04,6166901313.0,145652741496.11407,20.04,170889050309.20258
2010-01-05,7662897921.0,170889050309.20258,19.35,170960210472.8001
2010-01-06,7410946708.0,170960210472.8001,19.16,172307184665.00183
2010-01-07,7746761974.0,172307184665.00183,19.06,154545615515.28278
2010-01-08,6681684350.0,154545615515.28278,18.13,155508938429.9585
2010-01-11,6499426353.0,155508938429.9585,17.55,170336373232.12466
2010-01-12,7304214035.0,170336373232.12466,18.25,162286246071.75858
2010-01-13,6680737669.0,162286246071.75858,17.85,150703320250.41507
2010-01-14,6368162723.0,150703320250.41507,17.63,185102030191.93665
2010-01-15,7679993302.0,185102030191.93665,17.91,164771410813.01666
2010-01-19,6870334084.0,164771410813.01666,17.58,178843342158.28076
2010-01-20,7286093898.0,178843342158.28076,18.68,233862542739.552
2010-01-21,9900925118.0,233862542739.552,22.27,217841569264.9254
2010-01-22,9216393806.0,217841569264.9254,27.31,161596629979.04715
2010-01-25,6777308519.0,161596629979.04715,25.41,180122415630.15372
2010-01-26,7235889435.0,180122415630.15372,24.55,200228559510.6537
2010-01-27,7906858855.0,200228559510.6537,23.14,207265292051.42407
2010-01-28,8522475067.0,207265292051.42407,23.73,214061759585.73767
2010-01-29,8982224847.0,214061759585.73767,24.62,162379167335.54987
2010-02-01,6494912739.0,162379167335.54987,22.59,177286945479.4108
2010-02-02,7425726838.0,177286945479.4108,21.48,164628488454.98248
2010-02-03,6748775227.0,164628488454.98248,21.6,210089051514.71423
2010-02-04,8840019627.0,210089051514.71423,26.08,230960043970.68695
2010-02-05,9388052338.0,230960043970.68695,26.11,147788108083.7278
2010-02-08,6320596582.0,147788108083.7278,26.51,175940286486.87613
2010-02-09,7460078605.0,175940286486.87613,26.0,147381408362.24622
2010-02-10,6410245348.0,147381408362.24622,25.4,160708083127.23242
2010-02-11,6708786359.0,160708083127.23242,23.96,192424802819.2949
2010-02-12,7029706534.0,192424802819.2949,22.73,156750313424.77158
2010-02-16,6358711683.0,156750313424.77158,22.25,148616999343.39685
2010-02-17,6494501649.0,148616999343.39685,21.72,146941744498.60284
2010-02-18,6140710549.0,146941744498.60284,20.63,153342678292.31134
2010-02-19,6268646973.0,153342678292.31134,20.02,149048618771.92383
2010-02-22,5919068755.0,149048618771.92383,19.94,165618027012.77548
2010-02-23,6937083438.0,165618027012.77548,21.37,154815318911.9527
2010-02-24,6426495521.0,154815318911.9527,20.27,173142089485.13168
2010-02-25,6944301235.0,173142089485.13168,20.1,158415104791.50696
2010-02-26,6662807233.0,158415104791.50696,19.5,157327696572.76944
2010-03-01,6496322192.0,157327696572.76944,19.26,175039632203.4004
2010-03-02,7142746057.0,175039632203.4004,19.06,153553107005.13596
2010-03-03,6607956116.0,153553107005.13596,18.83,149225149205.50986
2010-03-04,6264592245.0,149225149205.50986,18.72,164992475629.8461
2010-03-05,6695775618.0,164992475629.8461,17.42,141919544341.56937
2010-03-08,6126861998.0,141919544341.56937,17.79,172868513936.49884
2010-03-09,7949516866.0,172868513936.49884,17.92,177263304872.4001
2010-03-10,8081659151.0,177263304872.4001,18.57,153428572742.38107
2010-03-11,7063804620.0,153428572742.38107,18.06,155080155932.8968
2010-03-12,7124272033.0,155080155932.8968,17.58,145426366081.3279
2010-03-15,6212875033.0,145426366081.3279,18.0,158080525548.946
2010-03-16,6688721864.0,158080525548.946,17.69,166960596522.53098
2010-03-17,7302304925.0,166960596522.53098,16.91,151909362907.16745
2010-03-18,6429578470.0,151909362907.16745,16.62,212773856609.7636
2010-03-19,8885546099.0,212773856609.7636,16.97,153839071700.6321
2010-03-22,6715372020.0,153839071700.6321,16.87,162621936550.42194
2010-03-23,6805881747.0,162621936550.42194,16.35,165457090010.5795
2010-03-24,7131128359.0,165457090010.5795,17.55,186927858349.5666
2010-03-25,8378324552.0,186927858349.5666,18.4,164950802698.14728
2010-03-26,7074262112.0,164950802698.14728,17.77,142809697783.95526
2010-03-29,6362218040.0,142809697783.95526,17.59,139748473765.32324
2010-03-30,6268796925.0,139748473765.32324,17.13,156036402692.17285
2010-03-31,7150388827.0,156036402692.17285,17.59,153701006794.23865
2010-04-01,6353459333.0,153701006794.23865,17.47,141608868976.55276
2010-04-05,5962804726.0,141608868976.55276,17.02,151331397905.31885
2010-04-06,6326174626.0,151331397905.31885,16.23,182641260896.1081
2010-04-07,8152568292.0,182641260896.1081,16.62,164331989417.6844
2010-04-08,7220580454.0,164331989417.6844,16.48,147930875154.74783
2010-04-09,6751351827.0,147930875154.74783,16.14,141619084800.38266
2010-04-12,6847859170.0,141619084800.38266,15.58,159226886769.46646
2010-04-13,8095774425.0,159226886769.46646,16.2,192415342308.35983
2010-04-14,9020653505.0,192415342308.35983,15.59,185489845969.3662
2010-04-15,8924982451.0,185489845969.3662,15.89,261847546935.9772
2010-04-16,11211265451.0,261847546935.9772,18.36,194240698995.40457
2010-04-19,8885386381.0,194240698995.40457,17.34,182093112589.5962
2010-04-20,7575784858.0,182093112589.5962,15.73,203149225854.7685
2010-04-21,8504413726.0,203149225854.7685,16.32,219164511627.4488
2010-04-22,8896711719.0,219164511627.4488,16.47,195591763314.0465
2010-04-23,7929023103.0,195591763314.0465,16.62,183965050613.0345
2010-04-26,8217738706.0,183965050613.0345,17.47,236488923497.66132
2010-04-27,10400442960.0,236488923497.66132,22.81,215478271338.972
2010-04-28,9187671383.0,215478271338.972,21.08,223402854398.112
2010-04-29,9269662203.0,223402854398.112,18.44,236690889116.70404
2010-04-30,9238722688.0,236690889116.70404,22.05,190607197587.83792
2010-05-03,7421089423.0,190607197587.83792,20.19,236443876510.97412
2010-05-04,9759956514.0,236443876510.97412,23.84,232468612544.368
2010-05-05,9896096455.0,232468612544.368,24.91,338613086398.06555
2010-05-06,15093740566.0,338613086398.06555,32.8,329573490925.41504
2010-05-07,13849878448.0,329573490925.41504,40.95,245790962713.92975
2010-05-10,10063684459.0,245790962713.92975,28.84,207236233295.29623
2010-05-11,8474910854.0,207236233295.29623,28.32,195048811972.0276
2010-05-12,7721574973.0,195048811972.0276,25.52,186284208958.23734
2010-05-13,7320113376.0,186284208958.23734,26.68,213734819034.75864
2010-05-14,8736558558.0,213734819034.75864,31.24,201160832242.68225
2010-05-17,8494455982.0,201160832242.68225,30.84,209514688194.0068
2010-05-18,8757093639.0,209514688194.0068,33.55,226973724670.2456
2010-05-19,9481764429.0,226973724670.2456,35.32,274342577755.43
2010-05-20,11915109241.0,274342577755.43,45.79,275401089103.2122
2010-05-21,11557403879.0,275401089103.2122,40.1,171622522971.31854
2010-05-24,7429253447.0,171622522971.31854,38.32,238762096394.5084
2010-05-25,10435988855.0,238762096394.5084,34.61,227306363774.1305
2010-05-26,10302877560.0,227306363774.1305,35.02,196068779786.8002
2010-05-27,8021177024.0,196068779786.8002,29.68,179380001309.11688
2010-05-28,7367947289.0,179380001309.11688,32.07,184552391965.79755
2010-06-01,7590196560.0,184552391965.79755,35.54,185023223056.632
2010-06-02,7451887741.0,185023223056.632,30.17,178054934965.65128
2010-06-03,7293542657.0,178054934965.65128,29.46,206134777095.5956
2010-06-04,8804733103.0,206134777095.5956,35.48,181079905217.67868
2010-06-07,7902184480.0,181079905217.67868,36.57,212366381744.9481
2010-06-08,9082405369.0,212366381744.9481,33.7,193192509129.63797
2010-06-09,8722766237.0,193192509129.63797,33.73,181693261316.86023
2010-06-10,7512740709.0,181693261316.86023,30.57,145529633347.14114
2010-06-11,6004694402.0,145529633347.14114,28.79,157609646687.4443
2010-06-14,6494526358.0,157609646687.4443,28.58,171169123764.6854
2010-06-15,6961778834.0,171169123764.6854,25.87,164534299671.51382
2010-06-16,7068251623.0,164534299671.51382,25.92,156108102621.81732
2010-06-17,6437638948.0,156108102621.81732,25.05,174382311025.95377
2010-06-18,7108711160.0,174382311025.95377,23.95,163928192367.14706
2010-06-21,6497384181.0,163928192367.14706,24.88,163244216462.0805
2010-06-22,6573062757.0,163244216462.0805,27.05,159603606729.65063
2010-06-23,6568706897.0,159603606729.65063,26.91,168854413859.18866
2010-06-24,7073846119.0,168854413859.18866,29.74,270942610172.35364
2010-06-25,12649422994.0,270942610172.35364,28.53,139036585405.61697
2010-06-28,5952743192.0,139036585405.61697,29.0,210926998625.948
2010-06-29,9199813976.0,210926998625.948,34.13,178218722987.3795
2010-06-30,7609843399.0,178218722987.3795,34.54,211423602409.9323
2010-07-01,9325064696.0,211423602409.9323,32.86,132693332919.49815
2010-07-02,5739960497.0,132693332919.49815,30.12,160423742124.64673
2010-07-06,7166298230.0,160423742124.64673,29.65,172842369359.72324
2010-07-07,7405885568.0,172842369359.72324,26.84,160581327360.01288
2010-07-08,6717784656.0,160581327360.01288,25.71,124223278096.0908
2010-07-09,5207098813.0,124223278096.0908,24.98,124609315165.2666
2010-07-12,5358476398.0,124609315165.2666,24.43,170525631058.4366
2010-07-13,7214977485.0,170525631058.4366,24.56,154124357894.284
2010-07-14,6395352181.0,154124357894.284,24.89,163590105931.84412
2010-07-15,6702258472.0,163590105931.84412,25.14,181538175356.01352
2010-07-16,7701418343.0,181538175356.01352,26.25,140007313535.414
2010-07-19,5985591567.0,140007313535.414,25.97,168392148217.8004
2010-07-20,6760185203.0,168392148217.8004,23.93,176416045160.47223
2010-07-21,7131783980.0,176416045160.47223,25.64,183125952369.5451
2010-07-22,7284867300.0,183125952369.5451,24.63,177124374977.0344
2010-07-23,7073383943.0,177124374977.0344,23.47,147077814011.51334
2010-07-26,6398866222.0,147077814011.51334,22.73,167063591540.27594
2010-07-27,6948399808.0,167063591540.27594,23.19,144497874432.72217
2010-07-28,6023214175.0,144497874432.72217,24.25,176202359904.85324
2010-07-29,7105720512.0,176202359904.85324,24.13,158782230671.9678
2010-07-30,6400368844.0,158782230671.9678,23.5,158412081095.98746
2010-08-02,6338764197.0,158412081095.98746,22.01,151911331524.90598
2010-08-03,6225530939.0,151911331524.90598,22.63,155214163346.7977
2010-08-04,6211745650.0,155214163346.7977,22.21,137120130631.13284
2010-08-05,5569170029.0,137120130631.13284,22.1,148989209029.26443
2010-08-06,5844658785.0,148989209029.26443,21.74,124212713885.5248
2010-08-09,4985264055.0,124212713885.5248,22.14,151418815946.85724
2010-08-10,6156972400.0,151418815946.85724,22.37,164747943843.20575
2010-08-11,7062937362.0,164747943843.20575,25.39,150717673027.7177
2010-08-12,6317761386.0,150717673027.7177,25.73,114700041036.90063
2010-08-13,5103735377.0,114700041036.90063,26.24,113116465696.70547
2010-08-16,4842877013.0,113116465696.70547,26.1,148072124460.9768
2010-08-17,5895614023.0,148072124460.9768,24.33,136458043001.41928
2010-08-18,5608953152.0,136458043001.41928,24.59,158765760451.09988
2010-08-19,6591599490.0,158765760451.09988,26.44,136335517246.34436
2010-08-20,5842761074.0,136335517246.34436,25.49,123441502230.93364
2010-08-23,5158489242.0,123441502230.93364,25.66,159745478022.20923
2010-08-24,6775328441.0,159745478022.20923,27.46,156703130072.22617
2010-08-25,6675222288.0,156703130072.22617,26.7,135648711451.78154
2010-08-26,5720486499.0,135648711451.78154,27.37,148174490510.14917
2010-08-27,6383627671.0,148174490510.14917,24.45,105931823489.59315
2010-08-30,4655636527.0,105931823489.59315,27.21,152109847196.39777
2010-08-31,6695934548.0,152109847196.39777,26.05,163204509738.3081
2010-09-01,6806337453.0,163204509738.3081,23.89,130974324389.46297
2010-09-02,5616652305.0,130974324389.46297,23.19,130257751874.61658
2010-09-03,5325147996.0,130257751874.61658,21.31,121018253471.04468
2010-09-07,5034512509.0,121018253471.04468,23.8,135264979121.06432
2010-09-08,5487188152.0,135264979121.06432,23.25,125704641584.46916
2010-09-09,5232740838.0,125704641584.46916,22.81,118799484576.99896
2010-09-10,4851338675.0,118799484576.99896,21.99,140656617814.8163
2010-09-13,5873879676.0,140656617814.8163,21.21,143421603619.11902
2010-09-14,5962940182.0,143421603619.11902,21.56,136196808552.00314
2010-09-15,5617585781.0,136196808552.00314,22.1,133367630002.24344
2010-09-16,5425415784.0,133367630002.24344,21.72,184515812951.1928
2010-09-17,7338207348.0,184515812951.1928,22.01,152594445492.5059
2010-09-20,6012494469.0,152594445492.5059,21.5,166812503341.99847
2010-09-21,6518098717.0,166812503341.99847,22.35,157206156118.54007
2010-09-22,6273736159.0,157206156118.54007,22.51,151315730488.0669
2010-09-23,5983333142.0,151315730488.0669,23.87,162609025847.7641
2010-09-24,6278969853.0,162609025847.7641,21.71,135736402969.34506
2010-09-27,5596463448.0,135736402969.34506,22.54,167976862129.7517
2010-09-28,6287609178.0,167976862129.7517,22.6,152249057656.83173
2010-09-29,6283453544.0,152249057656.83173,23.25,182495451751.5644
2010-09-30,7142520751.0,182495451751.5644,23.7,159933210644.3577
2010-10-01,6377143392.0,159933210644.3577,22.5,140216923908.47595
2010-10-04,5676855736.0,140216923908.47595,23.53,180492294183.4219
2010-10-05,7179977124.0,180492294183.4219,21.76,165581431300.63266
2010-10-06,6306419216.0,165581431300.63266,21.49,150838257679.5188
2010-10-07,5880908865.0,150838257679.5188,21.56,155790783793.03818
2010-10-08,6067141225.0,155790783793.03818,20.71,115334617001.71466
2010-10-11,4738025250.0,115334617001.71466,18.96,157855750292.8658
2010-10-12,6282090745.0,157855750292.8658,18.93,181494430148.57504
2010-10-13,7696588500.0,181494430148.57504,19.07,171187291182.7016
2010-10-14,7451814001.0,171187291182.7016,19.88,205044568843.89032
2010-10-15,8267124643.0,205044568843.89032,19.03,165531349836.48782
2010-10-18,6591627327.0,165531349836.48782,19.09,203080206140.90732
2010-10-19,7960701584.0,203080206140.90732,20.63,176119106749.57623
2010-10-20,7195882655.0,176119106749.57623,19.79,182522121876.44388
2010-10-21,7017932046.0,182522121876.44388,19.27,133763458198.53375
2010-10-22,5026466233.0,133763458198.53375,18.78,152061917334.36804
2010-10-25,6188677984.0,152061917334.36804,19.85,161954884310.0351
2010-10-26,6270012935.0,161954884310.0351,20.22,171251524825.8706
2010-10-27,6486303185.0,171251524825.8706,20.71,169029629470.9781
2010-10-28,6409179214.0,169029629470.9781,20.88,155341387762.47458
2010-10-29,5919462056.0,155341387762.47458,21.2,149851081811.012
2010-11-01,5928212204.0,149851081811.012,21.83,149090076445.3603
2010-11-02,5851871199.0,149090076445.3603,21.57,177635695219.69272
2010-11-03,6782141385.0,177635695219.69272,19.56,228099962296.80157
2010-11-04,8564709525.0,228099962296.80157,18.52,193412261626.59503
2010-11-05,7956606171.0,193412261626.59503,18.26,153292710165.71548
2010-11-08,6039822942.0,153292710165.71548,18.29,184186535788.9497
2010-11-09,7225474258.0,184186535788.9497,19.08,177107811395.8877
2010-11-10,6815720950.0,177107811395.8877,18.47,167775480079.9478
2010-11-11,6587436065.0,167775480079.9478,18.64,174957779901.92682
2010-11-12,6511568253.0,174957779901.92682,20.61,146965215693.32364
2010-11-15,5547122664.0,146965215693.32364,20.2,201150068799.846
2010-11-16,7635558082.0,201150068799.846,22.58,151333780646.46692
2010-11-17,5892726381.0,151333780646.46692,21.76,181936943739.2345
2010-11-18,6942610664.0,181936943739.2345,18.75,159025076722.55432
2010-11-19,5818513624.0,159025076722.55432,18.04,153520597252.32758
2010-11-22,5797860704.0,153520597252.32758,18.37,160728929621.07434
2010-11-23,6132671234.0,160728929621.07434,20.63,135432563061.84248
2010-11-24,5027248641.0,135432563061.84248,19.56,60080204944.07451
2010-11-26,2222733591.0,60080204944.07451,22.22,148390082398.337
2010-11-29,5474330288.0,148390082398.337,21.53,200329763500.5177
2010-11-30,7584307434.0,200329763500.5177,23.54,187628535052.4816
2010-12-01,6993225877.0,187628535052.4816,21.36,186611095295.4634
2010-12-02,7172638278.0,186611095295.4634,19.39,154081826630.30475
2010-12-03,5805106078.0,154081826630.30475,18.01,140968333178.07785
2010-12-06,5519190230.0,140968333178.07785,18.02,178982453097.26868
2010-12-07,6327435939.0,178982453097.26868,17.99,159595495186.601
2010-12-08,6685235682.0,159595495186.601,17.74,160593781576.90247
2010-12-09,6640094817.0,160593781576.90247,17.25,152424465357.0197
2010-12-10,6431003092.0,152424465357.0197,17.61,165383681044.9621
2010-12-13,6405196184.0,165383681044.9621,17.55,159882683453.2749
2010-12-14,6163363692.0,159882683453.2749,17.61,173526473108.02832
2010-12-15,6609518094.0,173526473108.02832,17.94,167228686361.2214
2010-12-16,6298000961.0,167228686361.2214,17.39,229753871984.80957
2010-12-17,8563556227.0,229753871984.80957,16.11,144797662817.18143
2010-12-20,5449337818.0,144797662817.18143,16.41,135964408199.0558
2010-12-21,5329804322.0,135964408199.0558,16.49,124639353897.72128
2010-12-22,5280646420.0,124639353897.72128,15.45,94109617042.85593
2010-12-23,3885030475.0,94109617042.85593,16.47,77735479627.17151
2010-12-27,3196859586.0,77735479627.17151,17.67,85588875198.22548
2010-12-28,3399471523.0,85588875198.22548,17.52,85346622990.19229
2010-12-29,3305814614.0,85346622990.19229,17.28,80130756187.4412
2010-12-30,3143944854.0,80130756187.4412,17.52,80735419769.79953
2010-12-31,3046781602.0,80735419769.79953,17.75,168062269294.01022
2011-01-03,6483223640.0,168062269294.01022,17.61,185219461372.4312
2011-01-04,6976916018.0,185219461372.4312,17.38,186866608581.42203
2011-01-05,7006487772.0,186866608581.42203,17.02,188793281577.34183
2011-01-06,7244075620.0,188793281577.34183,17.4,186781032970.07867
2011-01-07,7243912301.0,186781032970.07867,17.14,167077824628.59018
2011-01-10,6256463779.0,167077824628.59018,17.54,163196607363.75934
2011-01-11,6116296698.0,163196607363.75934,16.89,163876719344.8592
2011-01-12,6291564442.0,163876719344.8592,16.24,170127644573.27896
2011-01-13,6412326517.0,170127644573.27896,16.39,178040262324.8991
2011-01-14,6911600724.0,178040262324.8991,15.46,199418450633.1137
2011-01-18,7674673429.0,199418450633.1137,15.87,195204194049.65103
2011-01-19,7079509464.0,195204194049.65103,17.31,212725042059.6993
2011-01-20,7417161863.0,212725042059.6993,17.99,191877610345.57663
2011-01-21,6822128092.0,191877610345.57663,18.47,172920960343.09668
2011-01-24,6074070068.0,172920960343.09668,17.65,190882141998.6193
2011-01-25,6721553346.0,190882141998.6193,17.59,195424761998.2813
2011-01-26,6818915098.0,195424761998.2813,16.64,188295987849.76956
2011-01-27,6407955227.0,188295987849.76956,16.15,221973219573.86115
2011-01-28,8122626264.0,221973219573.86115,20.04,186434693493.86133
2011-01-31,6449205219.0,186434693493.86133,19.53,207502126600.68256
2011-02-01,7283529325.0,207502126600.68256,17.63,170840835463.81665
2011-02-02,6252686193.0,170840835463.81665,17.3,180615341765.55164
2011-02-03,6547563535.0,180615341765.55164,16.69,168403871878.9662
2011-02-04,6115539011.0,168403871878.9662,15.93,172328132659.42197
2011-02-07,5930397733.0,172328132659.42197,16.28,162024597660.24615
2011-02-08,5778223771.0,162024597660.24615,15.81,175677863948.52966
2011-02-09,5999803992.0,175677863948.52966,15.87,194364641519.2597
2011-02-10,6798626051.0,194364641519.2597,16.09,176615566133.55087
2011-02-11,6402478937.0,176615566133.55087,15.69,161447040485.9114
2011-02-14,5651299722.0,161447040485.9114,15.95,166416966939.7478
2011-02-15,6103946287.0,166416966939.7478,16.37,182536768910.89676
2011-02-16,6367540429.0,182536768910.89676,16.72,169136940862.26526
2011-02-17,5812558928.0,169136940862.26526,16.59,185801602702.39645
2011-02-18,6193834311.0,185801602702.39645,16.43,221404893926.68195
2011-02-22,7879445395.0,221404893926.68195,20.8,235754981626.26425
2011-02-23,8314922827.0,235754981626.26425,22.13,209774133334.8487
2011-02-24,7357495688.0,209774133334.8487,21.32,168914527502.95627
2011-02-25,5899094702.0,168914527502.95627,19.22,184767816066.6477
2011-02-28,6376188368.0,184767816066.6477,18.35,202553251858.1725
2011-03-01,7167026357.0,202553251858.1725,21.01,178851229781.115
2011-03-02,6271409591.0,178851229781.115,20.7,190118984853.8937
2011-03-03,6693742887.0,190118984853.8937,18.6,179729334856.43088
2011-03-04,6497522682.0,179729334856.43088,19.06,183084195657.94855
2011-03-07,6450058503.0,183084195657.94855,20.66,171123806065.34723
2011-03-08,6348038784.0,171123806065.34723,19.82,163907649269.58694
2011-03-09,5875490565.0,163907649269.58694,20.22,206102861602.98975
2011-03-10,7289499140.0,206102861602.98975,21.88,162967674907.61746
2011-03-11,5749977745.0,162967674907.61746,20.08,170084530779.9517
2011-03-14,6063175956.0,170084530779.9517,21.13,224459048481.0426
2011-03-15,7810886312.0,224459048481.0426,24.32,250227184193.53735
2011-03-16,8532929326.0,250227184193.53735,29.4,183497409167.17816
2011-03-17,6310359480.0,183497409167.17816,26.37,231529710093.0944
2011-03-18,8163240197.0,231529710093.0944,24.44,165416930269.85132
2011-03-21,6419188570.0,165416930269.85132,20.61,150735703071.03146
2011-03-22,5391797445.0,150735703071.03146,20.21,159389038653.33493
2011-03-23,5747644119.0,159389038653.33493,19.17,166868408119.8274
2011-03-24,6007470118.0,166868408119.8274,18.0,161017013527.83936
2011-03-25,5513122031.0,161017013527.83936,17.91,141896271375.73193
2011-03-28,5029323109.0,141896271375.73193,19.44,149389819013.16772
2011-03-29,5262700493.0,149389819013.16772,18.16,165803689422.61865
2011-03-30,5780425134.0,165803689422.61865,17.71,171967062588.1907
2011-03-31,6002622610.0,171967062588.1907,17.74,189251506553.2979
2011-04-01,6167462762.0,189251506553.2979,17.4,144575098100.16983
2011-04-04,5007346052.0,144575098100.16983,17.5,170216143677.55508
2011-04-05,5893095793.0,170216143677.55508,17.25,169237983154.65964
2011-04-06,6118289821.0,169237983154.65964,16.9,163991069752.9975
2011-04-07,5825716954.0,163991069752.9975,17.11,152690979808.12012
